strategy,strategy_label,ticker,yfinance_ticker,security_id,company_name,region,country,currency,sector,target_weight,cash_weight,initial_capital_usd,capital_source,evidence_type,source_files
drl_baseline,DRL Baseline Portfolio,600018.SHG,600018.SS,600018.SHG,Shanghai International Port Group Co Ltd,Mainland China,China,CNY,Industrials,0.05,0.0,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/drl_baseline_portfolio.csv
drl_baseline,DRL Baseline Portfolio,HIG.US,HIG,HIG.US,Hartford Financial Services Group,US,United States,USD,Financials,0.0499999999999999,0.0,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/drl_baseline_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,000333.SHE,000333.SZ,000333.SHE,Midea Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,600036.SHG,600036.SS,600036.SHG,China Merchants Bank Co Ltd,Mainland China,China,CNY,Financials,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,AD.AS,AD.AS,AD.AS,Koninklijke Ahold Delhaize NV,EU ex-DACH,Netherlands,EUR,Consumer Staples,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,3988.HK,3988.HK,3988.HK,Bank of China Ltd H,Hong Kong,Hong Kong,HKD,Financials,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,HEN3.XETRA,HEN3.DE,HEN3.XETRA,Henkel AG & Co. KGaA vz. (Pref Shares),DACH,Germany,EUR,Consumer Staples,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,0728.HK,0728.HK,0728.HK,China Telecom,Hong Kong,Hong Kong,HKD,Communication Services,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,ALV.XETRA,ALV.DE,ALV.XETRA,Allianz SE VNA O.N.,DACH,Germany,EUR,Financials,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,IMB.LSE,IMB.L,IMB.LSE,Imperial Brands PLC,UK,United Kingdom,GBX,Consumer Staples,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,1113.HK,1113.HK,1113.HK,CK Asset Holdings Ltd,Hong Kong,Hong Kong,HKD,Real Estate,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,SHELL.AS,SHELL.AS,SHELL.AS,Shell PLC,EU ex-DACH,Netherlands,EUR,Energy,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,CA.PA,CA.PA,CA.PA,Carrefour SA,EU ex-DACH,France,EUR,Consumer Staples,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,ORA.PA,ORA.PA,ORA.PA,Orange S.A.,EU ex-DACH,France,EUR,Communication Services,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,000538.SHE,000538.SZ,000538.SHE,Yunnan Baiyao Group Co Ltd,Mainland China,China,CNY,Healthcare,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,601816.SHG,601816.SS,601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Mainland China,China,CNY,Industrials,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,NOVN.SW,NOVN.SW,NOVN.SW,Novartis AG,DACH,Switzerland,CHF,Healthcare,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,601818.SHG,601818.SS,601818.SHG,China Everbright Bank Co Ltd,Mainland China,China,CNY,Financials,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,ELE.MC,ELE.MC,ELE.MC,Endesa SA,EU ex-DACH,Spain,EUR,Utilities,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,ESSITY-B.ST,ESSITY-B.ST,ESSITY-B.ST,Essity AB (publ),EU ex-DACH,Sweden,SEK,Consumer Staples,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,600018.SHG,600018.SS,600018.SHG,Shanghai International Port Group Co Ltd,Mainland China,China,CNY,Industrials,0.0475,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
drl_challenger_raw,DRL Raw Challenger,HIG.US,HIG,HIG.US,Hartford Financial Services Group,US,United States,USD,Financials,0.0474999999999999,0.050000000000000155,186060522.0,current_portfolio_nav,research_challenger_replay,reports/outputs/drl_challenger_portfolio.csv
