ticker,company_name,portfolio_aware_recommendation,clean_sheet_recommendation,llm_recommendation,branch_classification,recommendation_agreement,score_dispersion,portfolio_aware_rank,clean_sheet_rank,llm_score,disagreement_flag,final_review_required,target_weight_portfolio_aware,clean_sheet_target_weight,passes_hard_filters,dividend_safety_score,cash_flow_quality_score,balance_sheet_strength_score,final_recommendation_score,risk_management_flags,final_recommendation,final_target_weight,confidence_adjustment,baseline_weight,raw_drl_weight,projected_drl_weight,accepted_target_weight,acceptance_selected_weights_source,drl_challenger_status,final_selected_weights_source,drl_rejection_reasons,final_selected_weight
CVX.US,Chevron Corp,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,7.84924229153008,108.0,79.0,54.23863367469669,True,True,0.0498186032449146,0.0,True,55.65209658645048,59.0230552269042,76.93929150683886,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.0,0.0,0.0,0.0,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
CWK.LSE,Cranswick PLC,Avoid,Avoid,Avoid,Reject,1.0,6.502811655088435,653.0,277.0,55.11862875807491,False,False,0.0,0.0,False,66.93211596101342,52.89261729906809,81.41988990999896,57.85574379780245,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
D.US,Dominion Energy Inc,Avoid,Avoid,Avoid,Reject,1.0,23.87226558114952,1151.0,1245.0,23.722064251660413,False,False,0.0,0.0,False,33.46581226641726,26.390554278931457,15.381193373674709,41.14973985559146,narrative_review;ml_dividend_cut_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DANSKE.CO,Danske Bank A/S,Hold,Avoid,Hold,Reject,0.6666666666666666,8.981720520884334,662.0,369.0,47.32040143973119,True,True,0.0,0.0,True,53.10302816450408,63.89097021801646,42.50712758374911,51.756358121163046,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,Watchlist,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DB.US,Deutsche Bank AG,Buy,Avoid,Hold,Portfolio-Aware Only,0.3333333333333333,15.94094205470642,69.0,445.0,59.04605358309364,True,True,0.05,0.0,True,75.37302237363976,81.16148411856636,42.50712758374911,61.58478266205701,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DB1.XETRA,Deutsche Börse AG,Hold,Avoid,Hold,Reject,0.6666666666666666,10.027830496601092,661.0,425.0,52.35199518159389,True,True,0.0,0.0,True,59.91365968023285,72.88387925587526,42.50712758374911,57.52777855305981,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,Watchlist,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DBK.XETRA,Deutsche Bank Aktiengesellschaft,Buy,Avoid,Hold,Portfolio-Aware Only,0.3333333333333333,12.443092278645338,302.0,401.0,58.8434174151041,True,True,0.05,0.0,True,74.77267914242232,81.18643066168825,42.50712758374911,60.63908002153417,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DCC.LSE,DCC plc,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,8.299314045380044,173.0,192.0,56.67363888115701,True,True,0.047527702396892,0.0,True,62.768982852811405,63.93082952564872,59.39185512489205,63.21626875920669,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.0,0.0,0.0,0.0,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DE.US,Deere & Company,Avoid,Avoid,Avoid,Reject,1.0,27.970050303390465,907.0,1096.0,37.39989461963848,False,False,0.0,0.0,False,58.78975553648944,46.47242887186314,12.330632601541176,49.00394812759004,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DEC.PA,JC Decaux SA,Avoid,Avoid,Avoid,Reject,1.0,7.7721773901661795,514.0,274.0,58.224073149937325,False,False,0.0,0.0,False,64.76365709606894,88.93937099354811,43.51553434124388,61.03690177776998,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DEZ.XETRA,Deutz AG,Avoid,Avoid,Avoid,Reject,1.0,28.012793760307844,1036.0,1062.0,45.99997724795762,False,False,0.0,0.0,False,60.35175553745122,46.883727964481146,57.4805971025268,51.42964813702586,liquidity_stress;alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DG.PA,Vinci S.A.,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,5.893671775478621,306.0,74.0,54.637256304106685,True,True,0.05,0.0,True,70.06368683318632,74.6431740038718,59.50069355664969,64.0,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.0,0.0,0.0,0.0,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DGE.LSE,Diageo PLC,Avoid,Avoid,Avoid,Reject,1.0,24.227984496865552,1015.0,958.0,38.690868331245404,False,False,0.0,0.0,False,45.02103475644573,67.3829462846143,29.514986405525526,50.45034985285562,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DHI.US,DR Horton Inc,Avoid,Avoid,Avoid,Reject,1.0,12.793552630382946,90.0,344.0,57.51595097517284,False,False,0.0,0.0,False,67.73210937088294,58.66226991850882,75.7270335990558,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DHL.XETRA,Deutsche Post AG,Hold,Hold,Hold,Reject,1.0,6.524695627172824,448.0,201.0,54.26154976677796,False,False,0.0,0.0,True,64.4885240325729,68.13195260212939,50.92677787369319,61.66460502842402,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Watchlist,0.0,Review required or no LLM support,0.0,0.0,0.0,0.0,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DIE.BR,D'Ieteren Group SA,Avoid,Avoid,Avoid,Reject,1.0,24.267260848357814,1212.0,1181.0,36.82145808565323,False,False,0.0,0.0,False,42.93022026176703,49.115572900566505,33.352920619324074,44.015933300949015,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DIS.US,Walt Disney Company,Avoid,Avoid,Avoid,Reject,1.0,8.836936589200485,157.0,172.0,53.45251999126428,False,False,0.0,0.0,False,52.65590673750956,61.90178972186334,58.92145358288467,63.23135803736776,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DKSH.SW,DKSH Holding AG,Avoid,Avoid,Avoid,Reject,1.0,6.00477661456786,722.0,290.0,53.59815975834543,False,False,0.0,0.0,False,56.35464499493122,60.19900009196285,79.99354491265326,56.39813064385318,liquidity_stress;alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DLN.LSE,Derwent London PLC,Avoid,Avoid,Avoid,Reject,1.0,21.139712829997624,894.0,853.0,44.7591080409756,False,False,0.0,0.0,False,50.96027733842078,52.43853960337087,25.741620457585302,49.7362821363734,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DLR.US,Digital Realty Trust Inc,Avoid,Avoid,Avoid,Reject,1.0,27.20422897209668,956.0,1085.0,36.53594755892399,False,False,0.0,0.0,False,34.672345527557745,70.92691971546576,25.847128548195304,49.72903099878167,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DNLM.LSE,Dunelm Group PLC,Avoid,Avoid,Avoid,Reject,1.0,12.705934686058264,497.0,459.0,55.797437030686034,False,False,0.0,0.0,False,51.48097334635,80.26496148289449,63.54491457297594,60.78909074474387,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DOC.VI,DO & CO Aktiengesellschaft,Avoid,Avoid,Avoid,Reject,1.0,19.27951769340938,527.0,635.0,62.27171830734048,False,False,0.0,0.0,False,70.30511739620157,68.01364350718781,84.22604583256789,62.40935155591013,liquidity_stress;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DOKA.SW,Dorma Kaba Holding AG,Avoid,Avoid,Avoid,Reject,1.0,19.608786771643224,1112.0,881.0,42.523769441083886,False,False,0.0,0.0,False,37.49983227821318,59.35798308294874,55.87904109412325,48.181185024801685,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DOM.LSE,Domino’s Pizza Group PLC,Avoid,Avoid,Avoid,Reject,1.0,12.964362472728268,404.0,450.0,54.3290625902839,False,False,0.0,0.0,False,64.22911061200074,78.08327728961177,47.54132844600053,60.25256815791502,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DRW3.XETRA,Drägerwerk AG & Co. KGaA (pref),Avoid,Avoid,Avoid,Reject,1.0,15.133582455230709,473.0,475.0,64.46841118267018,False,False,0.0,0.0,False,75.67589406994614,53.34616389643371,75.7368704462946,63.11392701443223,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DRX.LSE,Drax Group PLC,Avoid,Avoid,Avoid,Reject,1.0,9.88738023191345,296.0,293.0,52.918903640503416,False,False,0.0,0.0,False,60.78150043356362,74.5003006688795,67.3670664404615,60.76072470131957,alt_data_review;narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DSCV.LSE,Discoverie Group PLC,Avoid,Avoid,Avoid,Reject,1.0,26.02221378052245,928.0,946.0,47.177654527298415,False,False,0.0,0.0,False,56.651330538635605,63.94627234676096,57.87591067373834,51.4511090083765,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DSFIR.AS,DSM-Firmenich AG,Avoid,Avoid,Avoid,Reject,1.0,25.212037437495248,1044.0,964.0,43.85445640796163,False,False,0.0,0.0,False,41.34829797588616,36.235602202235015,64.31248227865485,49.79260730906919,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DSY.PA,Dassault Systemes SE,Avoid,Avoid,Avoid,Reject,1.0,19.55402192088151,627.0,669.0,60.28490118904041,False,False,0.0,0.0,False,64.62005596670316,74.77342844031205,93.22614034300346,62.71706799309549,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DTE.XETRA,Deutsche Telekom AG,Avoid,Avoid,Avoid,Reject,1.0,8.35579286233835,402.0,214.0,49.87011661273488,False,False,0.0,0.0,False,57.37231165266789,82.29501457344685,35.74089081133528,61.98979577088096,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DTEGY.US,Deutsche Telekom AG ADR,Avoid,Avoid,Avoid,Reject,1.0,16.363891459040296,433.0,568.0,51.58609254092171,False,False,0.0,0.0,False,62.2376860211528,84.13033090417059,35.74089081133528,54.85075543921527,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DTG.XETRA,Daimler Truck Holding AG,Avoid,Avoid,Avoid,Reject,1.0,20.97098839678536,832.0,823.0,45.8175950198691,False,False,0.0,0.0,False,62.6807992262393,54.082332570225546,32.94495259808844,53.83406409958412,narrative_review;narrative_exclusion;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DUE.XETRA,Dürr Aktiengesellschaft,Avoid,Avoid,Avoid,Reject,1.0,19.727289922577903,620.0,666.0,60.87955870950228,False,False,0.0,0.0,False,81.08035357774057,74.90129813323199,62.57710258661746,56.22338360940971,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DUK.US,Duke Energy Corporation,Avoid,Avoid,Avoid,Reject,1.0,22.532642357497338,1055.0,948.0,22.882901516616865,False,False,0.0,0.0,False,40.23847506969223,31.64119067244213,14.332265202459729,42.60533064415873,alt_data_review;narrative_review;ml_dividend_cut_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DVN.US,Devon Energy Corporation,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,10.995334619187757,208.0,319.0,54.920066540114185,True,True,0.0482661783069551,0.0,True,48.41048912843863,65.85329677198789,70.71140656782151,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
DWS.XETRA,DWS Group GmbH & Co. KGaA,Avoid,Avoid,Avoid,Reject,1.0,17.657516247394536,1064.0,830.0,39.83263019169196,False,False,0.0,0.0,False,42.90087850861044,53.000907323094935,42.50712758374911,48.15777694480048,narrative_review;regime_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
EADSY.US,Airbus Group NV,Hold,Avoid,Hold,Reject,0.6666666666666666,26.669836695806875,709.0,894.0,54.46253968620738,True,True,0.0,0.0,True,60.78591636700251,48.79952378405813,81.50368411269528,56.65992443253196,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Watchlist,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
EBAY.US,eBay Inc,Avoid,Avoid,Avoid,Reject,1.0,25.33786418898781,418.0,809.0,56.80527076799503,False,False,0.0,0.0,False,62.974389770506704,56.26819130084673,61.17200979031837,60.75130085020849,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
ECL.US,Ecolab Inc,Avoid,Avoid,Avoid,Reject,1.0,20.731253865805897,650.0,759.0,48.82679268907948,False,False,0.0,0.0,False,54.62451366617038,57.99998875159398,57.93170640220824,56.6890607179313,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
ED.US,Consolidated Edison Inc,Avoid,Avoid,Avoid,Reject,1.0,22.361305051834638,1020.0,938.0,25.87381708521081,False,False,0.0,0.0,False,40.79886939953413,32.35684476269536,25.32642183282629,44.4550894461024,alt_data_review;narrative_review;ml_dividend_cut_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
EDEN.PA,Edenred SA,Hold,Avoid,Hold,Reject,0.6666666666666666,18.64192840911239,414.0,632.0,57.25279104329479,True,True,0.0,0.0,True,71.6225531859964,86.64282303815412,42.50712758374911,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Watchlist,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
