document_id,security_id,ticker,concept_id,concept_text,concept_category,concept_polarity,concept_severity,concept_confidence,publication_timestamp,source_type
NARR-017-5,WOLF017,WLF017,NARR-017-5-margin_pressure,margin pressure,margin,negative,70,80,2026-02-08,analyst_commentary
NARR-017-5,WOLF017,WLF017,NARR-017-5-guidance_cut,guidance cut,guidance,negative,75,80,2026-02-08,analyst_commentary
NARR-017-5,WOLF017,WLF017,NARR-017-5-profit_warning,profit warning,profit_warning,negative,85,80,2026-02-08,analyst_commentary
NARR-017-5,WOLF017,WLF017,NARR-017-5-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-02-08,analyst_commentary
NARR-018-1,WOLF018,WLF018,NARR-018-1-dividend_increase,dividend increase,dividend,positive,45,80,2026-04-28,news
NARR-018-1,WOLF018,WLF018,NARR-018-1-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-04-28,news
NARR-018-1,WOLF018,WLF018,NARR-018-1-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-04-28,news
NARR-018-1,WOLF018,WLF018,NARR-018-1-cash_flow,cash flow,cash_flow,positive,35,80,2026-04-28,news
NARR-018-1,WOLF018,WLF018,NARR-018-1-deleveraging,deleveraging,debt,positive,35,80,2026-04-28,news
NARR-018-2,WOLF018,WLF018,NARR-018-2-dividend_increase,dividend increase,dividend,positive,45,80,2026-04-07,news
NARR-018-2,WOLF018,WLF018,NARR-018-2-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-04-07,news
NARR-018-2,WOLF018,WLF018,NARR-018-2-cash_flow,cash flow,cash_flow,positive,35,80,2026-04-07,news
NARR-018-2,WOLF018,WLF018,NARR-018-2-resilient_demand,resilient demand,demand,positive,35,80,2026-04-07,news
NARR-018-2,WOLF018,WLF018,NARR-018-2-margin_expansion,margin expansion,margin,positive,35,80,2026-04-07,news
NARR-018-2,WOLF018,WLF018,NARR-018-2-guidance_raised,guidance raised,guidance,positive,40,80,2026-04-07,news
NARR-018-2,WOLF018,WLF018,NARR-018-2-share_buyback,share buyback,buyback,positive,35,80,2026-04-07,news
NARR-018-2,WOLF018,WLF018,NARR-018-2-major_contract_win,major contract win,order_book,positive,40,80,2026-04-07,news
NARR-018-2,WOLF018,WLF018,NARR-018-2-pricing_power,pricing power,pricing_power,positive,35,80,2026-04-07,news
NARR-018-3,WOLF018,WLF018,NARR-018-3-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-03-17,news
NARR-018-3,WOLF018,WLF018,NARR-018-3-annual_report_released,annual report released,growth,neutral,20,80,2026-03-17,news
NARR-018-3,WOLF018,WLF018,NARR-018-3-board_meeting_update,board meeting update,management,neutral,20,80,2026-03-17,news
NARR-018-3,WOLF018,WLF018,NARR-018-3-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-03-17,news
NARR-018-4,WOLF018,WLF018,NARR-018-4-weak_demand,weak demand,demand,negative,70,80,2026-02-24,analyst_commentary
NARR-018-4,WOLF018,WLF018,NARR-018-4-margin_pressure,margin pressure,margin,negative,70,80,2026-02-24,analyst_commentary
NARR-018-4,WOLF018,WLF018,NARR-018-4-guidance_cut,guidance cut,guidance,negative,75,80,2026-02-24,analyst_commentary
NARR-018-4,WOLF018,WLF018,NARR-018-4-profit_warning,profit warning,profit_warning,negative,85,80,2026-02-24,analyst_commentary
NARR-018-4,WOLF018,WLF018,NARR-018-4-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-02-24,analyst_commentary
NARR-018-5,WOLF018,WLF018,NARR-018-5-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-02-03,news
NARR-018-5,WOLF018,WLF018,NARR-018-5-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-02-03,news
NARR-018-5,WOLF018,WLF018,NARR-018-5-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-02-03,news
NARR-018-5,WOLF018,WLF018,NARR-018-5-impairment,impairment,impairment,negative,75,80,2026-02-03,news
NARR-018-5,WOLF018,WLF018,NARR-018-5-distress,distress,distress,negative,90,80,2026-02-03,news
NARR-019-1,WOLF019,WLF019,NARR-019-1-dividend_increase,dividend increase,dividend,positive,45,80,2026-04-23,news
NARR-019-1,WOLF019,WLF019,NARR-019-1-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-04-23,news
NARR-019-1,WOLF019,WLF019,NARR-019-1-cash_flow,cash flow,cash_flow,positive,35,80,2026-04-23,news
NARR-019-1,WOLF019,WLF019,NARR-019-1-resilient_demand,resilient demand,demand,positive,35,80,2026-04-23,news
NARR-019-1,WOLF019,WLF019,NARR-019-1-margin_expansion,margin expansion,margin,positive,35,80,2026-04-23,news
NARR-019-1,WOLF019,WLF019,NARR-019-1-guidance_raised,guidance raised,guidance,positive,40,80,2026-04-23,news
NARR-019-1,WOLF019,WLF019,NARR-019-1-share_buyback,share buyback,buyback,positive,35,80,2026-04-23,news
NARR-019-1,WOLF019,WLF019,NARR-019-1-major_contract_win,major contract win,order_book,positive,40,80,2026-04-23,news
NARR-019-1,WOLF019,WLF019,NARR-019-1-pricing_power,pricing power,pricing_power,positive,35,80,2026-04-23,news
NARR-019-2,WOLF019,WLF019,NARR-019-2-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-04-02,news
NARR-019-2,WOLF019,WLF019,NARR-019-2-annual_report_released,annual report released,growth,neutral,20,80,2026-04-02,news
NARR-019-2,WOLF019,WLF019,NARR-019-2-board_meeting_update,board meeting update,management,neutral,20,80,2026-04-02,news
NARR-019-2,WOLF019,WLF019,NARR-019-2-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-04-02,news
NARR-019-3,WOLF019,WLF019,NARR-019-3-weak_demand,weak demand,demand,negative,70,80,2026-03-12,analyst_commentary
NARR-019-3,WOLF019,WLF019,NARR-019-3-margin_pressure,margin pressure,margin,negative,70,80,2026-03-12,analyst_commentary
NARR-019-3,WOLF019,WLF019,NARR-019-3-guidance_cut,guidance cut,guidance,negative,75,80,2026-03-12,analyst_commentary
NARR-019-3,WOLF019,WLF019,NARR-019-3-profit_warning,profit warning,profit_warning,negative,85,80,2026-03-12,analyst_commentary
NARR-019-3,WOLF019,WLF019,NARR-019-3-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-03-12,analyst_commentary
NARR-019-4,WOLF019,WLF019,NARR-019-4-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-02-19,news
NARR-019-4,WOLF019,WLF019,NARR-019-4-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-02-19,news
NARR-019-4,WOLF019,WLF019,NARR-019-4-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-02-19,news
NARR-019-4,WOLF019,WLF019,NARR-019-4-impairment,impairment,impairment,negative,75,80,2026-02-19,news
NARR-019-4,WOLF019,WLF019,NARR-019-4-distress,distress,distress,negative,90,80,2026-02-19,news
NARR-019-5,WOLF019,WLF019,NARR-019-5-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-07-18,news
NARR-019-5,WOLF019,WLF019,NARR-019-5-litigation_risk,litigation risk,litigation,negative,80,80,2026-07-18,news
NARR-019-5,WOLF019,WLF019,NARR-019-5-governance_concern,governance concern,governance,negative,85,80,2026-07-18,news
NARR-019-5,WOLF019,WLF019,NARR-019-5-management_resignation,management resignation,management,negative,75,80,2026-07-18,news
NARR-020-1,WOLF020,WLF020,NARR-020-1-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-04-18,news
NARR-020-1,WOLF020,WLF020,NARR-020-1-annual_report_released,annual report released,growth,neutral,20,80,2026-04-18,news
NARR-020-1,WOLF020,WLF020,NARR-020-1-board_meeting_update,board meeting update,management,neutral,20,80,2026-04-18,news
NARR-020-1,WOLF020,WLF020,NARR-020-1-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-04-18,news
NARR-020-2,WOLF020,WLF020,NARR-020-2-weak_demand,weak demand,demand,negative,70,80,2026-03-28,analyst_commentary
NARR-020-2,WOLF020,WLF020,NARR-020-2-margin_pressure,margin pressure,margin,negative,70,80,2026-03-28,analyst_commentary
NARR-020-2,WOLF020,WLF020,NARR-020-2-guidance_cut,guidance cut,guidance,negative,75,80,2026-03-28,analyst_commentary
NARR-020-2,WOLF020,WLF020,NARR-020-2-profit_warning,profit warning,profit_warning,negative,85,80,2026-03-28,analyst_commentary
NARR-020-2,WOLF020,WLF020,NARR-020-2-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-03-28,analyst_commentary
NARR-020-3,WOLF020,WLF020,NARR-020-3-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-03-07,news
NARR-020-3,WOLF020,WLF020,NARR-020-3-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-03-07,news
NARR-020-3,WOLF020,WLF020,NARR-020-3-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-03-07,news
NARR-020-3,WOLF020,WLF020,NARR-020-3-impairment,impairment,impairment,negative,75,80,2026-03-07,news
NARR-020-3,WOLF020,WLF020,NARR-020-3-distress,distress,distress,negative,90,80,2026-03-07,news
NARR-020-4,WOLF020,WLF020,NARR-020-4-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-02-14,news
NARR-020-4,WOLF020,WLF020,NARR-020-4-litigation_risk,litigation risk,litigation,negative,80,80,2026-02-14,news
NARR-020-4,WOLF020,WLF020,NARR-020-4-governance_concern,governance concern,governance,negative,85,80,2026-02-14,news
NARR-020-4,WOLF020,WLF020,NARR-020-4-management_resignation,management resignation,management,negative,75,80,2026-02-14,news
NARR-020-5,WOLF020,WLF020,NARR-020-5-dividend_increase,dividend increase,dividend,positive,45,80,2026-07-13,news
NARR-020-5,WOLF020,WLF020,NARR-020-5-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-07-13,news
NARR-020-5,WOLF020,WLF020,NARR-020-5-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-07-13,news
NARR-020-5,WOLF020,WLF020,NARR-020-5-cash_flow,cash flow,cash_flow,positive,35,80,2026-07-13,news
NARR-020-5,WOLF020,WLF020,NARR-020-5-deleveraging,deleveraging,debt,positive,35,80,2026-07-13,news
NARR-021-1,WOLF021,WLF021,NARR-021-1-weak_demand,weak demand,demand,negative,70,80,2026-04-13,analyst_commentary
NARR-021-1,WOLF021,WLF021,NARR-021-1-margin_pressure,margin pressure,margin,negative,70,80,2026-04-13,analyst_commentary
NARR-021-1,WOLF021,WLF021,NARR-021-1-guidance_cut,guidance cut,guidance,negative,75,80,2026-04-13,analyst_commentary
NARR-021-1,WOLF021,WLF021,NARR-021-1-profit_warning,profit warning,profit_warning,negative,85,80,2026-04-13,analyst_commentary
NARR-021-1,WOLF021,WLF021,NARR-021-1-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-04-13,analyst_commentary
NARR-021-2,WOLF021,WLF021,NARR-021-2-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-03-23,news
NARR-021-2,WOLF021,WLF021,NARR-021-2-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-03-23,news
NARR-021-2,WOLF021,WLF021,NARR-021-2-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-03-23,news
NARR-021-2,WOLF021,WLF021,NARR-021-2-impairment,impairment,impairment,negative,75,80,2026-03-23,news
NARR-021-2,WOLF021,WLF021,NARR-021-2-distress,distress,distress,negative,90,80,2026-03-23,news
NARR-021-3,WOLF021,WLF021,NARR-021-3-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-03-02,news
NARR-021-3,WOLF021,WLF021,NARR-021-3-litigation_risk,litigation risk,litigation,negative,80,80,2026-03-02,news
NARR-021-3,WOLF021,WLF021,NARR-021-3-governance_concern,governance concern,governance,negative,85,80,2026-03-02,news
NARR-021-3,WOLF021,WLF021,NARR-021-3-management_resignation,management resignation,management,negative,75,80,2026-03-02,news
NARR-021-4,WOLF021,WLF021,NARR-021-4-dividend_increase,dividend increase,dividend,positive,45,80,2026-02-09,news
NARR-021-4,WOLF021,WLF021,NARR-021-4-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-02-09,news
NARR-021-4,WOLF021,WLF021,NARR-021-4-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-02-09,news
NARR-021-4,WOLF021,WLF021,NARR-021-4-cash_flow,cash flow,cash_flow,positive,35,80,2026-02-09,news
NARR-021-4,WOLF021,WLF021,NARR-021-4-deleveraging,deleveraging,debt,positive,35,80,2026-02-09,news
NARR-021-5,WOLF021,WLF021,NARR-021-5-dividend_increase,dividend increase,dividend,positive,45,80,2026-07-08,news
NARR-021-5,WOLF021,WLF021,NARR-021-5-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-07-08,news
NARR-021-5,WOLF021,WLF021,NARR-021-5-cash_flow,cash flow,cash_flow,positive,35,80,2026-07-08,news
NARR-021-5,WOLF021,WLF021,NARR-021-5-resilient_demand,resilient demand,demand,positive,35,80,2026-07-08,news
NARR-021-5,WOLF021,WLF021,NARR-021-5-margin_expansion,margin expansion,margin,positive,35,80,2026-07-08,news
NARR-021-5,WOLF021,WLF021,NARR-021-5-guidance_raised,guidance raised,guidance,positive,40,80,2026-07-08,news
NARR-021-5,WOLF021,WLF021,NARR-021-5-share_buyback,share buyback,buyback,positive,35,80,2026-07-08,news
NARR-021-5,WOLF021,WLF021,NARR-021-5-major_contract_win,major contract win,order_book,positive,40,80,2026-07-08,news
NARR-021-5,WOLF021,WLF021,NARR-021-5-pricing_power,pricing power,pricing_power,positive,35,80,2026-07-08,news
NARR-022-1,WOLF022,WLF022,NARR-022-1-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-04-08,news
NARR-022-1,WOLF022,WLF022,NARR-022-1-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-04-08,news
NARR-022-1,WOLF022,WLF022,NARR-022-1-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-04-08,news
NARR-022-1,WOLF022,WLF022,NARR-022-1-impairment,impairment,impairment,negative,75,80,2026-04-08,news
NARR-022-1,WOLF022,WLF022,NARR-022-1-distress,distress,distress,negative,90,80,2026-04-08,news
NARR-022-2,WOLF022,WLF022,NARR-022-2-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-03-18,news
NARR-022-2,WOLF022,WLF022,NARR-022-2-litigation_risk,litigation risk,litigation,negative,80,80,2026-03-18,news
NARR-022-2,WOLF022,WLF022,NARR-022-2-governance_concern,governance concern,governance,negative,85,80,2026-03-18,news
NARR-022-2,WOLF022,WLF022,NARR-022-2-management_resignation,management resignation,management,negative,75,80,2026-03-18,news
NARR-022-3,WOLF022,WLF022,NARR-022-3-dividend_increase,dividend increase,dividend,positive,45,80,2026-02-25,news
NARR-022-3,WOLF022,WLF022,NARR-022-3-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-02-25,news
NARR-022-3,WOLF022,WLF022,NARR-022-3-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-02-25,news
NARR-022-3,WOLF022,WLF022,NARR-022-3-cash_flow,cash flow,cash_flow,positive,35,80,2026-02-25,news
NARR-022-3,WOLF022,WLF022,NARR-022-3-deleveraging,deleveraging,debt,positive,35,80,2026-02-25,news
NARR-022-4,WOLF022,WLF022,NARR-022-4-dividend_increase,dividend increase,dividend,positive,45,80,2026-02-04,news
NARR-022-4,WOLF022,WLF022,NARR-022-4-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-02-04,news
NARR-022-4,WOLF022,WLF022,NARR-022-4-cash_flow,cash flow,cash_flow,positive,35,80,2026-02-04,news
NARR-022-4,WOLF022,WLF022,NARR-022-4-resilient_demand,resilient demand,demand,positive,35,80,2026-02-04,news
NARR-022-4,WOLF022,WLF022,NARR-022-4-margin_expansion,margin expansion,margin,positive,35,80,2026-02-04,news
NARR-022-4,WOLF022,WLF022,NARR-022-4-guidance_raised,guidance raised,guidance,positive,40,80,2026-02-04,news
NARR-022-4,WOLF022,WLF022,NARR-022-4-share_buyback,share buyback,buyback,positive,35,80,2026-02-04,news
NARR-022-4,WOLF022,WLF022,NARR-022-4-major_contract_win,major contract win,order_book,positive,40,80,2026-02-04,news
NARR-022-4,WOLF022,WLF022,NARR-022-4-pricing_power,pricing power,pricing_power,positive,35,80,2026-02-04,news
NARR-022-5,WOLF022,WLF022,NARR-022-5-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-07-03,news
NARR-022-5,WOLF022,WLF022,NARR-022-5-annual_report_released,annual report released,growth,neutral,20,80,2026-07-03,news
NARR-022-5,WOLF022,WLF022,NARR-022-5-board_meeting_update,board meeting update,management,neutral,20,80,2026-07-03,news
NARR-022-5,WOLF022,WLF022,NARR-022-5-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-07-03,news
NARR-023-1,WOLF023,WLF023,NARR-023-1-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-04-03,news
NARR-023-1,WOLF023,WLF023,NARR-023-1-litigation_risk,litigation risk,litigation,negative,80,80,2026-04-03,news
NARR-023-1,WOLF023,WLF023,NARR-023-1-governance_concern,governance concern,governance,negative,85,80,2026-04-03,news
NARR-023-1,WOLF023,WLF023,NARR-023-1-management_resignation,management resignation,management,negative,75,80,2026-04-03,news
NARR-023-2,WOLF023,WLF023,NARR-023-2-dividend_increase,dividend increase,dividend,positive,45,80,2026-03-13,news
NARR-023-2,WOLF023,WLF023,NARR-023-2-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-03-13,news
NARR-023-2,WOLF023,WLF023,NARR-023-2-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-03-13,news
NARR-023-2,WOLF023,WLF023,NARR-023-2-cash_flow,cash flow,cash_flow,positive,35,80,2026-03-13,news
NARR-023-2,WOLF023,WLF023,NARR-023-2-deleveraging,deleveraging,debt,positive,35,80,2026-03-13,news
NARR-023-3,WOLF023,WLF023,NARR-023-3-dividend_increase,dividend increase,dividend,positive,45,80,2026-02-20,news
NARR-023-3,WOLF023,WLF023,NARR-023-3-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-02-20,news
NARR-023-3,WOLF023,WLF023,NARR-023-3-cash_flow,cash flow,cash_flow,positive,35,80,2026-02-20,news
NARR-023-3,WOLF023,WLF023,NARR-023-3-resilient_demand,resilient demand,demand,positive,35,80,2026-02-20,news
NARR-023-3,WOLF023,WLF023,NARR-023-3-margin_expansion,margin expansion,margin,positive,35,80,2026-02-20,news
NARR-023-3,WOLF023,WLF023,NARR-023-3-guidance_raised,guidance raised,guidance,positive,40,80,2026-02-20,news
NARR-023-3,WOLF023,WLF023,NARR-023-3-share_buyback,share buyback,buyback,positive,35,80,2026-02-20,news
NARR-023-3,WOLF023,WLF023,NARR-023-3-major_contract_win,major contract win,order_book,positive,40,80,2026-02-20,news
NARR-023-3,WOLF023,WLF023,NARR-023-3-pricing_power,pricing power,pricing_power,positive,35,80,2026-02-20,news
NARR-023-4,WOLF023,WLF023,NARR-023-4-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-07-19,news
NARR-023-4,WOLF023,WLF023,NARR-023-4-annual_report_released,annual report released,growth,neutral,20,80,2026-07-19,news
NARR-023-4,WOLF023,WLF023,NARR-023-4-board_meeting_update,board meeting update,management,neutral,20,80,2026-07-19,news
NARR-023-4,WOLF023,WLF023,NARR-023-4-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-07-19,news
NARR-023-5,WOLF023,WLF023,NARR-023-5-weak_demand,weak demand,demand,negative,70,80,2026-06-28,analyst_commentary
NARR-023-5,WOLF023,WLF023,NARR-023-5-margin_pressure,margin pressure,margin,negative,70,80,2026-06-28,analyst_commentary
NARR-023-5,WOLF023,WLF023,NARR-023-5-guidance_cut,guidance cut,guidance,negative,75,80,2026-06-28,analyst_commentary
NARR-023-5,WOLF023,WLF023,NARR-023-5-profit_warning,profit warning,profit_warning,negative,85,80,2026-06-28,analyst_commentary
NARR-023-5,WOLF023,WLF023,NARR-023-5-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-06-28,analyst_commentary
NARR-024-1,WOLF024,WLF024,NARR-024-1-dividend_increase,dividend increase,dividend,positive,45,80,2026-03-29,news
NARR-024-1,WOLF024,WLF024,NARR-024-1-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-03-29,news
NARR-024-1,WOLF024,WLF024,NARR-024-1-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-03-29,news
NARR-024-1,WOLF024,WLF024,NARR-024-1-cash_flow,cash flow,cash_flow,positive,35,80,2026-03-29,news
NARR-024-1,WOLF024,WLF024,NARR-024-1-deleveraging,deleveraging,debt,positive,35,80,2026-03-29,news
NARR-024-2,WOLF024,WLF024,NARR-024-2-dividend_increase,dividend increase,dividend,positive,45,80,2026-03-08,news
NARR-024-2,WOLF024,WLF024,NARR-024-2-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-03-08,news
NARR-024-2,WOLF024,WLF024,NARR-024-2-cash_flow,cash flow,cash_flow,positive,35,80,2026-03-08,news
NARR-024-2,WOLF024,WLF024,NARR-024-2-resilient_demand,resilient demand,demand,positive,35,80,2026-03-08,news
NARR-024-2,WOLF024,WLF024,NARR-024-2-margin_expansion,margin expansion,margin,positive,35,80,2026-03-08,news
NARR-024-2,WOLF024,WLF024,NARR-024-2-guidance_raised,guidance raised,guidance,positive,40,80,2026-03-08,news
NARR-024-2,WOLF024,WLF024,NARR-024-2-share_buyback,share buyback,buyback,positive,35,80,2026-03-08,news
NARR-024-2,WOLF024,WLF024,NARR-024-2-major_contract_win,major contract win,order_book,positive,40,80,2026-03-08,news
NARR-024-2,WOLF024,WLF024,NARR-024-2-pricing_power,pricing power,pricing_power,positive,35,80,2026-03-08,news
NARR-024-3,WOLF024,WLF024,NARR-024-3-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-02-15,news
NARR-024-3,WOLF024,WLF024,NARR-024-3-annual_report_released,annual report released,growth,neutral,20,80,2026-02-15,news
NARR-024-3,WOLF024,WLF024,NARR-024-3-board_meeting_update,board meeting update,management,neutral,20,80,2026-02-15,news
NARR-024-3,WOLF024,WLF024,NARR-024-3-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-02-15,news
NARR-024-4,WOLF024,WLF024,NARR-024-4-weak_demand,weak demand,demand,negative,70,80,2026-07-14,analyst_commentary
NARR-024-4,WOLF024,WLF024,NARR-024-4-margin_pressure,margin pressure,margin,negative,70,80,2026-07-14,analyst_commentary
NARR-024-4,WOLF024,WLF024,NARR-024-4-guidance_cut,guidance cut,guidance,negative,75,80,2026-07-14,analyst_commentary
NARR-024-4,WOLF024,WLF024,NARR-024-4-profit_warning,profit warning,profit_warning,negative,85,80,2026-07-14,analyst_commentary
NARR-024-4,WOLF024,WLF024,NARR-024-4-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-07-14,analyst_commentary
NARR-024-5,WOLF024,WLF024,NARR-024-5-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-06-23,news
NARR-024-5,WOLF024,WLF024,NARR-024-5-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-06-23,news
NARR-024-5,WOLF024,WLF024,NARR-024-5-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-06-23,news
NARR-024-5,WOLF024,WLF024,NARR-024-5-impairment,impairment,impairment,negative,75,80,2026-06-23,news
NARR-024-5,WOLF024,WLF024,NARR-024-5-distress,distress,distress,negative,90,80,2026-06-23,news
